gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,significance
ENSG00000279202,138.8571020231447,1.289311796164335,0.27770203410792327,1.743680804108676e-7,0.0015233667345095447,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000166822,655.6462567042445,0.799228819424065,0.16969300374145235,1.669760262326725e-7,0.0015233667345095447,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000166250,77.33975548202274,1.3467379790026648,0.30260654145155014,4.240728743906529e-7,0.0023056450247006186,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000211859,68.90276254935837,1.551374588127923,0.35309980337751223,5.278189262749656e-7,0.0023056450247006186,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000236977,907.4709683047107,0.8029928757879032,0.18248108705570346,7.258228287431684e-7,0.0025364604573258763,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000288670,55.58887774842804,1.4201094012094515,0.34052453119285897,1.4655157762610677e-6,0.0036581367369442337,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000273356,39.86586874610332,1.6446520265947542,0.39385218425634766,1.43232477027924e-6,0.0036581367369442337,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000261324,217.28881208626143,0.8357184223333722,0.20146306219222046,2.0805329082017075e-6,0.004544143938126055,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000238829,69.71627272193648,1.176404965906984,0.29578359507319735,3.511339433316815e-6,0.0068170704353716334,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000284773,30.454328241736736,1.8912515937089955,0.4855053377164172,4.4244941174426386e-6,0.007730918571407522,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000279727,165.6856102966686,1.285351707149427,0.3359358700495318,6.022570987935726e-6,0.009385670681992773,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000260388,28.006781454760503,1.8463416117453881,0.484168202079761,6.445833467859743e-6,0.009385670681992773,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000142655,296.5885815086177,-0.5553940567284948,0.14318009996513031,7.806637915212242e-6,0.009432443707374366,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000163874,1214.8026313375972,-0.7218664071127295,0.18836927180008625,8.637274613288495e-6,0.009432443707374366,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000172888,609.0371032086741,0.6397614000707024,0.16403606029376147,7.714514018538126e-6,0.009432443707374366,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000279149,67.31528088832509,1.5202605354139198,0.40717740587325124,8.154323878647705e-6,0.009432443707374366,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000286242,389.19929665034755,0.8019684912586504,0.21161569166568048,9.375153904988083e-6,0.00963600377540334,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000125037,1022.480836704588,-0.5802056242192924,0.15300134336778298,1.3084477204782277e-5,0.012337388831432955,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000135299,102.14941760449598,0.8821110772066999,0.23986998493122563,1.3415577622459002e-5,0.012337388831432955,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000164405,420.6788766685263,-0.6582914659651048,0.1775794937255436,1.5493201349111225e-5,0.012505778340665298,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000094916,1531.711342789458,0.7884367979536161,0.21546833153637546,1.5745843501095207e-5,0.012505778340665298,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000124120,605.1136878573136,0.8214923963381555,0.22410967388176037,1.4954353828327641e-5,0.012505778340665298,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000132768,305.7029856755247,-0.5001507310033243,0.13353533803009998,2.0320683141513873e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000131368,728.8479025315866,0.5390236313212379,0.14520538684231274,1.998375400463463e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000131495,247.0556225614333,-0.8197844973833625,0.22729900335586584,1.8189591860779243e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000242256,34.20265441365717,1.4960176354764017,0.42463327087799946,2.047418724485504e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000266777,89.31475656573376,1.1385579594143433,0.3204833409000012,1.8124909057058756e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000268670,136.42383223551013,-0.8832995464771283,0.24615116991472655,1.8335285934980442e-5,0.012776624061762576,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000288989,55.27854812963877,-1.1602729115934551,0.33194790983754086,2.1299641927275645e-5,0.01283340149638922,stroke_d2 vs control (SUBACUTE),Downregulated
ENSG00000174013,286.82687060973507,0.6328680427971477,0.17434933852438173,2.2217100654722764e-5,0.01293997999133236,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000221962,638.9946258632323,0.8208319862683097,0.2323527396469089,2.428609268622267e-5,0.013260965547074023,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000260924,87.34045350224655,-0.875049304182121,0.24903407144447648,2.425789008228021e-5,0.013260965547074023,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000187653,1269.0833651745636,-0.9348612891728718,0.2688442469964629,2.570784598509857e-5,0.013272035362751579,stroke_d2 vs control (SUBACUTE),Not significant
ENSG00000253307,58.61370378862715,1.9293532155257445,0.5647460243465241,2.7344661652781827e-5,0.013272035362751579,stroke_d2 vs control (SUBACUTE),Upregulated
ENSG00000182208,586.3900293813894,-0.5975369408375097,0.1661486167791196,2.7136017856434466e-5,0.013272035362751579,stroke_d2 vs control (SUBACUTE),Not significant
